"Illinois","M","70","35307","35929"
"Illinois","M","71","33112","32944"
"Illinois","M","72","32673","31610"
"Illinois","M","73","31381","30767"
"Illinois","M","74","30103","26962"
"Illinois","M","75","29050","26065"
"Illinois","M","76","27274","24866"
"Illinois","M","77","25325","24059"
"Illinois","M","78","23794","23908"
"Illinois","M","79","21932","21598"
"Illinois","M","80","19729","20725"
"Illinois","M","81","17222","19151"
"Illinois","M","82","15811","17433"
"Illinois","M","83","13553","16064"
"Illinois","M","84","12073","14569"
"Illinois","M","85","53719","72621"
"Illinois","F","0","85910","90286"
"Illinois","F","1","84396","88126"
"Illinois","F","2","84764","86291"
"Illinois","F","3","85598","85170"
"Illinois","F","4","87729","86959"
"Illinois","F","5","89085","85336"
"Illinois","F","6","89608","85210"
"Illinois","F","7","89876","87083"
"Illinois","F","8","90982","83463"
"Illinois","F","9","91913","82137"
"Illinois","F","10","93569","82662"
"Illinois","F","11","89694","83484"
"Illinois","F","12","87574","85594"
"Illinois","F","13","85843","86851"
"Illinois","F","14","87057","87519"
"Illinois","F","15","86835","87794"
"Illinois","F","16","85249","88919"
"Illinois","F","17","86930","89900"
"Illinois","F","18","84902","96446"
"Illinois","F","19","85953","92743"
"Illinois","F","20","87124","91653"
"Illinois","F","21","82416","88640"
"Illinois","F","22","81888","88671"
"Illinois","F","23","83219","88442"
"Illinois","F","24","82301","88009"
"Illinois","F","25","84817","92928"
"Illinois","F","26","82888","90322"
"Illinois","F","27","85594","89980"
"Illinois","F","28","89682","90458"
"Illinois","F","29","94496","86087"
"Illinois","F","30","96361","85098"
"Illinois","F","31","90025","86881"
"Illinois","F","32","89414","83797"
"Illinois","F","33","89087","85142"
"Illinois","F","34","91233","81825"
"Illinois","F","35","98151","84362"
"Illinois","F","36","98588","87900"
"Illinois","F","37","99155","91106"
"Illinois","F","38","100045","93812"
"Illinois","F","39","102074","87686"
"Illinois","F","40","104762","87678"
"Illinois","F","41","99919","86734"
"Illinois","F","42","100474","88419"
"Illinois","F","43","98601","95458"
"Illinois","F","44","95485","95101"
"Illinois","F","45","95859","96963"
"Illinois","F","46","90902","97582"
"Illinois","F","47","88623","98107"
"Illinois","F","48","85539","100824"
"Illinois","F","49","84865","96202"
"Illinois","F","50","83791","96290"
"Illinois","F","51","80154","94537"
"Illinois","F","52","79736","90986"
"Illinois","F","53","83261","90778"
"Illinois","F","54","62200","85252"
"Illinois","F","55","61540","83956"
"Illinois","F","56","62191","79770"
"Illinois","F","57","65588","78547"
"Illinois","F","58","58373","76929"
"Illinois","F","59","53406","73154"
"Illinois","F","60","52517","72032"
"Illinois","F","61","50588","76361"
"Illinois","F","62","49457","55862"
"Illinois","F","63","46140","54569"
"Illinois","F","64","46040","54698"
"Illinois","F","65","45501","58118"
"Illinois","F","66","41990","51610"
"Illinois","F","67","42327","46695"
"Illinois","F","68","42526","45791"
"Illinois","F","69","43328","43938"
"Illinois","F","70","44539","43143"
"Illinois","F","71","41731","39827"
"Illinois","F","72","42175","39581"
"Illinois","F","73","42123","38613"
"Illinois","F","74","40681","34897"
"Illinois","F","75","40986","34884"
"Illinois","F","76","39676","34261"
"Illinois","F","77","37514","34377"
"Illinois","F","78","36875","35020"
"Illinois","F","79","34777","31819"
"Illinois","F","80","33171","31257"
"Illinois","F","81","29900","30560"
"Illinois","F","82","28488","28584"
"Illinois","F","83","26257","28316"
"Illinois","F","84","23947","26452"
"Illinois","F","85","140079","166300"
"New Jersey","M","0","56983","58756"
"New Jersey","M","1","56686","57325"
"New Jersey","M","2","57011","55475"
"New Jersey","M","3","57912","56059"
"New Jersey","M","4","59359","58048"
"New Jersey","M","5","60392","58472"
"New Jersey","M","6","60739","57080"
"New Jersey","M","7","61579","56754"
"New Jersey","M","8","62089","56616"
"New Jersey","M","9","63384","56322"
"New Jersey","M","10","64593","56617"
"New Jersey","M","11","62494","57482"
"New Jersey","M","12","60570","58834"
"New Jersey","M","13","58189","59925"
"New Jersey","M","14","57931","60294"
"New Jersey","M","15","56752","61056"
"New Jersey","M","16","55887","61478"
"New Jersey","M","17","56712","62450"
"New Jersey","M","18","53265","62809"
"New Jersey","M","19","48344","55700"
"New Jersey","M","20","49564","55794"
"New Jersey","M","21","48141","54769"
"New Jersey","M","22","48353","55026"
"New Jersey","M","23","49130","54730"
"New Jersey","M","24","48723","53471"
"New Jersey","M","25","51092","56073"
"New Jersey","M","26","50357","55169"
"New Jersey","M","27","52179","51964"
"New Jersey","M","28","55938","52358"
"New Jersey","M","29","60638","51467"
"New Jersey","M","30","64220","52596"
"New Jersey","M","31","61484","54346"
"New Jersey","M","32","61927","54414"
"New Jersey","M","33","63487","56786"
"New Jersey","M","34","66737","56190"
"New Jersey","M","35","71274","56869"
"New Jersey","M","36","71449","60652"
"New Jersey","M","37","71026","64156"
"New Jersey","M","38","71811","67107"
"New Jersey","M","39","72043","63562"
"New Jersey","M","40","73665","63306"
"New Jersey","M","41","70514","64273"
"New Jersey","M","42","69835","67210"
"New Jersey","M","43","68650","71249"
"New Jersey","M","44","65564","71097"
"District of Columbia","M","0","3358","4017"
"District of Columbia","M","1","3084","3977"
"District of Columbia","M","2","3357","3625"
"District of Columbia","M","3","3245","3525"
"District of Columbia","M","4","3361","3456"
"District of Columbia","M","5","3360","3341"
"District of Columbia","M","6","3504","2831"
"District of Columbia","M","7","3600","3156"
"District of Columbia","M","8","3600","2997"
"District of Columbia","M","9","3542","2335"
"District of Columbia","M","10","3566","2878"
"District of Columbia","M","11","3119","2610"
"District of Columbia","M","12","2857","2902"
"District of Columbia","M","13","2848","2793"
"District of Columbia","M","14","2746","3034"
"District of Columbia","M","15","2851","3102"
"District of Columbia","M","16","2835","3300"
"District of Columbia","M","17","2887","3199"
"District of Columbia","M","18","4020","4457"
"District of Columbia","M","19","5264","5406"
"District of Columbia","M","20","5016","4710"
"District of Columbia","M","21","4709","4718"
"District of Columbia","M","22","4348","4622"
"District of Columbia","M","23","4399","4592"
"District of Columbia","M","24","4554","5569"
"District of Columbia","M","25","4721","4931"
"District of Columbia","M","26","4609","6682"
"District of Columbia","M","27","4879","5187"
"District of Columbia","M","28","4957","5772"
"District of Columbia","M","29","5377","5997"
"District of Columbia","M","30","5562","4864"
"District of Columbia","M","31","4801","4871"
"District of Columbia","M","32","4652","4615"
"District of Columbia","M","33","4328","4948"
"District of Columbia","M","34","4639","3829"
"District of Columbia","M","35","4915","4668"
"District of Columbia","M","36","4700","4112"
"District of Columbia","M","37","4497","4267"
"District of Columbia","M","38","4247","4857"
"District of Columbia","M","39","4367","4034"
"District of Columbia","M","40","4515","4176"
"District of Columbia","M","41","4081","3595"
"District of Columbia","M","42","4066","3753"
"District of Columbia","M","43","3926","4175"
"District of Columbia","M","44","3759","4293"
"District of Columbia","M","45","3920","3957"
"District of Columbia","M","46","3858","3935"
"District of Columbia","M","47","3750","3712"
"District of Columbia","M","48","3447","3976"
"District of Columbia","M","49","3699","3679"
"District of Columbia","M","50","3677","3697"
"District of Columbia","M","51","3508","3591"
"District of Columbia","M","52","3405","3350"
"District of Columbia","M","53","3449","3626"
"District of Columbia","M","54","2686","3338"
"District of Columbia","M","55","2762","3383"
"District of Columbia","M","56","2626","2869"
"District of Columbia","M","57","2558","3246"
"District of Columbia","M","58","2460","3144"
"District of Columbia","M","59","2283","3078"
"District of Columbia","M","60","2251","2818"
"District of Columbia","M","61","2154","2944"
"District of Columbia","M","62","2055","2187"
"District of Columbia","M","63","1791","2318"
"District of Columbia","M","64","1805","2257"
"District of Columbia","M","65","1807","2046"
"District of Columbia","M","66","1645","1967"
"District of Columbia","M","67","1647","1743"
"District of Columbia","M","68","1516","1699"
"District of Columbia","M","69","1511","1644"
"District of Columbia","M","70","1498","1611"
"District of Columbia","M","71","1399","1320"
"District of Columbia","M","72","1417","1304"
"District of Columbia","M","73","1356","1359"
"District of Columbia","M","74","1235","1162"
"District of Columbia","M","75","1275","1122"
"District of Columbia","M","76","1182","1022"
"District of Columbia","M","77","1110","982"
"District of Columbia","M","78","1060","933"
"District of Columbia","M","79","972","899"
"District of Columbia","M","80","939","827"
"District of Columbia","M","81","783","832"
"District of Columbia","M","82","639","704"
"District of Columbia","M","83","587","645"
"District of Columbia","M","84","481","624"
"District of Columbia","M","85","2441","3195"
"District of Columbia","F","0","3219","3869"
"District of Columbia","F","1","3120","3640"
"District of Columbia","F","2","3106","3484"
"District of Columbia","F","3","3204","3326"
"District of Columbia","F","4","3334","3433"
"District of Columbia","F","5","3387","2849"
"District of Columbia","F","6","3496","2797"
"District of Columbia","F","7","3493","3117"
"District of Columbia","F","8","3528","2580"
"District of Columbia","F","9","3561","2608"
"District of Columbia","F","10","3456","2529"
"District of Columbia","F","11","3054","2563"
"District of Columbia","F","12","2896","2748"
"District of Columbia","F","13","2859","2805"
"District of Columbia","F","14","2700","3017"
"District of Columbia","F","15","2738","3083"
"District of Columbia","F","16","2792","3175"
"District of Columbia","F","17","2943","3315"
"District of Columbia","F","18","4869","5377"
"District of Columbia","F","19","6429","6317"
"District of Columbia","F","20","5907","5687"
"District of Columbia","F","21","5520","5842"
"District of Columbia","F","22","5435","5384"
"District of Columbia","F","23","5594","5672"
"District of Columbia","F","24","5688","6365"
"District of Columbia","F","25","5669","6145"
"District of Columbia","F","26","5256","7164"
"District of Columbia","F","27","5328","4927"
"District of Columbia","F","28","5363","8131"
"District of Columbia","F","29","5686","4980"
"District of Columbia","F","30","5676","5204"
"District of Columbia","F","31","4867","5339"
"District of Columbia","F","32","4753","4893"
"District of Columbia","F","33","4479","4811"
"District of Columbia","F","34","4462","4458"
"District of Columbia","F","35","4722","4749"
"District of Columbia","F","36","4648","4063"
"District of Columbia","F","37","4370","4314"
"District of Columbia","F","38","4266","4936"
"District of Columbia","F","39","4356","3883"
"District of Columbia","F","40","4507","4195"
"District of Columbia","F","41","4193","3843"
"District of Columbia","F","42","4063","3789"
"District of Columbia","F","43","4240","4064"
"District of Columbia","F","44","4080","4201"
"District of Columbia","F","45","4349","4107"
"District of Columbia","F","46","4144","3852"
"District of Columbia","F","47","4072","4011"
"District of Columbia","F","48","4041","4202"
"District of Columbia","F","49","4086","3873"
"District of Columbia","F","50","4237","3872"
"District of Columbia","F","51","4079","4124"
"District of Columbia","F","52","4004","3719"
"District of Columbia","F","53","3987","4090"
"District of Columbia","F","54","3163","4045"
"District of Columbia","F","55","3224","3727"
"District of Columbia","F","56","3251","3809"
"District of Columbia","F","57","3136","3936"
"District of Columbia","F","58","2851","3870"
"District of Columbia","F","59","2700","3668"
"District of Columbia","F","60","2793","3647"
"District of Columbia","F","61","2360","3726"
"District of Columbia","F","62","2433","2752"
"District of Columbia","F","63","2206","2851"
"District of Columbia","F","64","2137","2827"
"District of Columbia","F","65","2195","2751"
"District of Columbia","F","66","2061","2500"
"District of Columbia","F","67","2100","2280"
"District of Columbia","F","68","1980","2391"
"District of Columbia","F","69","1977","1962"
"District of Columbia","F","70","2193","2007"
"District of Columbia","F","71","2118","1821"
"District of Columbia","F","72","1978","1734"
"District of Columbia","F","73","2071","1780"
"District of Columbia","F","74","2020","1649"
"District of Columbia","F","75","2049","1643"
"District of Columbia","F","76","1946","1477"
"District of Columbia","F","77","1949","1448"
"District of Columbia","F","78","1751","1579"
"District of Columbia","F","79","1681","1528"
"District of Columbia","F","80","1627","1365"
"District of Columbia","F","81","1380","1408"
"District of Columbia","F","82","1327","1327"
"District of Columbia","F","83","1195","1274"
"District of Columbia","F","84","1090","1135"
"New Jersey","M","45","65529","69934"
"New Jersey","M","46","61817","70961"
"New Jersey","M","47","59206","70886"
"New Jersey","M","48","56977","71595"
"New Jersey","M","49","55780","68022"
"New Jersey","M","50","56235","67401"
"New Jersey","M","51","53235","65757"
"New Jersey","M","52","54900","62616"
"New Jersey","M","53","58013","62490"
"New Jersey","M","54","43584","58355"
"New Jersey","M","55","42959","55466"
"New Jersey","M","56","42179","53088"
"New Jersey","M","57","45575","51211"
"New Jersey","M","58","38376","51039"
"New Jersey","M","59","34722","47299"
"New Jersey","M","60","34278","48085"
"New Jersey","M","61","32730","51579"
"New Jersey","M","62","31589","37378"
"New Jersey","M","63","29440","36620"
"New Jersey","M","64","28747","34605"
"New Jersey","M","65","27751","38210"
"New Jersey","M","66","26129","32006"
"New Jersey","M","67","26479","28279"
"New Jersey","M","68","26076","27635"
"New Jersey","M","69","25811","26304"
"New Jersey","M","70","26370","25459"
"New Jersey","M","71","24801","23197"
"New Jersey","M","72","24358","22627"
"New Jersey","M","73","23724","21789"
"New Jersey","M","74","22304","19294"
"New Jersey","M","75","21663","19267"
"New Jersey","M","76","20280","18629"
"New Jersey","M","77","18958","17897"
"New Jersey","M","78","17839","17860"
"New Jersey","M","79","17030","16034"
"New Jersey","M","80","15262","15261"
"New Jersey","M","81","12609","14193"
"New Jersey","M","82","12104","12912"
"New Jersey","M","83","10004","12085"
"New Jersey","M","84","8864","10759"
"New Jersey","M","85","39309","54920"
"New Jersey","F","0","54679","55841"
"New Jersey","F","1","53913","54437"
"New Jersey","F","2","54744","52450"
"New Jersey","F","3","55427","53490"
"New Jersey","F","4","56860","55540"
"New Jersey","F","5","57486","55247"
"New Jersey","F","6","57751","54660"
"New Jersey","F","7","58696","53617"
"New Jersey","F","8","59465","54257"
"New Jersey","F","9","60277","53421"
"New Jersey","F","10","61606","54270"
"New Jersey","F","11","59279","54850"
"New Jersey","F","12","57384","56348"
"New Jersey","F","13","55913","56884"
"New Jersey","F","14","54804","57080"
"New Jersey","F","15","54208","58022"
"New Jersey","F","16","52815","58825"
"New Jersey","F","17","52918","59284"
"New Jersey","F","18","48383","58217"
"New Jersey","F","19","45910","51872"
"New Jersey","F","20","47658","52726"
"New Jersey","F","21","46601","54512"
"New Jersey","F","22","46518","52223"
"New Jersey","F","23","47909","52601"
"New Jersey","F","24","47751","51185"
"New Jersey","F","25","49805","53116"
"New Jersey","F","26","50344","51334"
"New Jersey","F","27","52524","48697"
"New Jersey","F","28","56102","52359"
"New Jersey","F","29","61685","47013"
"New Jersey","F","30","64873","51329"
"New Jersey","F","31","62665","53082"
"New Jersey","F","32","63572","53301"
"New Jersey","F","33","65517","54789"
"New Jersey","F","34","68457","56177"
"New Jersey","F","35","72558","57404"
"New Jersey","F","36","73865","59897"
"New Jersey","F","37","73266","64997"
"New Jersey","F","38","72927","67366"
"New Jersey","F","39","73816","64546"
"New Jersey","F","40","75226","64632"
"New Jersey","F","41","73159","66421"
"New Jersey","F","42","72371","68732"
"New Jersey","F","43","71100","72619"
"New Jersey","F","44","68286","73252"
"New Jersey","F","45","67763","72477"
"New Jersey","F","46","64313","71522"
"New Jersey","F","47","62759","72520"
"New Jersey","F","48","60526","73425"
"New Jersey","F","49","59877","71188"
"New Jersey","F","50","60058","69825"
"New Jersey","F","51","57978","68238"
"New Jersey","F","52","58637","65557"
"New Jersey","F","53","62757","64292"
"New Jersey","F","54","47727","60739"
"New Jersey","F","55","45851","58823"
"New Jersey","F","56","45758","56115"
"New Jersey","F","57","49139","55014"
"New Jersey","F","58","42678","55051"
"New Jersey","F","59","38667","52644"
"New Jersey","F","60","38032","52050"
"New Jersey","F","61","35600","57253"
"New Jersey","F","62","35577","42643"
"New Jersey","F","63","33562","40568"
"New Jersey","F","64","32452","39824"
"New Jersey","F","65","32848","43182"
"New Jersey","F","66","31080","37439"
"New Jersey","F","67","31588","33677"
"New Jersey","F","68","32232","33216"
"New Jersey","F","69","32391","31084"
"New Jersey","F","70","33124","30891"
"New Jersey","F","71","31678","28959"
"New Jersey","F","72","32246","28018"
"New Jersey","F","73","31706","27975"
"New Jersey","F","74","30619","25920"
"New Jersey","F","75","31196","25888"
"New Jersey","F","76","30070","25957"
"New Jersey","F","77","28748","25597"
"New Jersey","F","78","27658","25598"
"New Jersey","F","79","27035","23913"
"New Jersey","F","80","25439","23803"
"New Jersey","F","81","21730","22789"
"New Jersey","F","82","21220","21318"
"New Jersey","F","83","19121","21073"
"New Jersey","F","84","17164","19637"
"New Jersey","F","85","98078","120390"
"North Dakota","M","0","3999","4584"
"North Dakota","M","1","3943","4419"
"North Dakota","M","2","4088","4365"
"North Dakota","M","3","3971","4113"
"North Dakota","M","4","4093","3892"
"North Dakota","M","5","4171","3870"
"North Dakota","M","6","4322","3787"
"North Dakota","M","7","4348","3586"
"North Dakota","M","8","4497","3790"
"North Dakota","M","9","4462","3687"
"North Dakota","M","10","4821","3869"
"North Dakota","M","11","4716","3773"
"North Dakota","M","12","4944","3909"
"North Dakota","M","13","4823","4026"
"North Dakota","M","14","5159","4217"
"North Dakota","M","15","5220","4260"
"North Dakota","M","16","5232","4468"
"North Dakota","M","17","5438","4430"
"North Dakota","M","18","5604","5047"
"North Dakota","M","19","5886","6434"
"North Dakota","M","20","5795","6182"
"North Dakota","M","21","5231","5748"
"North Dakota","M","22","5249","6440"
"North Dakota","M","23","4698","6109"
"North Dakota","M","24","4096","5648"
"North Dakota","M","25","3994","4936"
"North Dakota","M","26","3727","5810"
"North Dakota","M","27","3671","4168"
"North Dakota","M","28","3610","4274"
"North Dakota","M","29","3812","4208"
"North Dakota","M","30","3818","3901"
"North Dakota","M","31","3668","3381"
"North Dakota","M","32","3588","3243"
"North Dakota","M","33","3584","3448"
"North Dakota","M","34","3726","3374"
"North Dakota","M","35","4095","3547"
"North Dakota","M","36","4314","3420"
"North Dakota","M","37","4484","3688"
"North Dakota","M","38","4616","3600"
"North Dakota","M","39","4866","3643"
"North Dakota","M","40","4969","3508"
"North Dakota","M","41","4962","3569"
"North Dakota","M","42","4934","3585"
"North Dakota","M","43","5064","3932"
"North Dakota","M","44","5132","4123"
"North Dakota","M","45","5081","4365"
"North Dakota","M","46","4954","4400"
"North Dakota","M","47","4943","4637"
"North Dakota","M","48","4933","4813"
"North Dakota","M","49","4354","4707"
"North Dakota","M","50","4379","4765"
"North Dakota","M","51","4095","4806"
"North Dakota","M","52","4010","4821"
"North Dakota","M","53","4026","4819"
"North Dakota","M","54","3045","4675"
"North Dakota","M","55","3123","4650"
"North Dakota","M","56","3093","4668"
"North Dakota","M","57","3065","4075"
"North Dakota","M","58","2777","4068"
"North Dakota","M","59","2557","3753"
"North Dakota","M","60","2411","3716"
"North Dakota","M","61","2403","3641"
"North Dakota","M","62","2397","2755"
"North Dakota","M","63","2372","2806"
"North Dakota","M","64","2279","2785"
"North Dakota","M","65","2324","2693"
"North Dakota","M","66","2074","2360"
"North Dakota","M","67","2230","2201"
"North Dakota","M","68","2115","2036"
"North Dakota","M","69","2066","2026"
"North Dakota","M","70","2178","1984"
"North Dakota","M","71","2132","1900"
"North Dakota","M","72","2080","1848"
"North Dakota","M","73","2069","1860"
"North Dakota","M","74","1988","1592"
"District of Columbia","F","85","6578","7949"
"Florida","M","0","96891","118845"
"Florida","M","1","96241","118562"
"Florida","M","2","95962","117764"
"Florida","M","3","97571","115442"
"Florida","M","4","98921","113414"
"Florida","M","5","100872","112225"
"Florida","M","6","103385","112369"
"Florida","M","7","105891","114473"
"Florida","M","8","107297","107170"
"Florida","M","9","110452","107341"
"Florida","M","10","114085","107091"
"Florida","M","11","110550","109206"
"Florida","M","12","107550","110886"
"Florida","M","13","106247","112469"
"Florida","M","14","106676","114964"
"Florida","M","15","107102","117668"
"Florida","M","16","104404","119080"
"Florida","M","17","105018","122527"
"Florida","M","18","103106","121759"
"Florida","M","19","98862","112307"
"Florida","M","20","99630","111945"
"Florida","M","21","93540","112038"
"Florida","M","22","91366","114441"
"Florida","M","23","91643","118647"
"Florida","M","24","89265","119523"
"Florida","M","25","93660","122639"
"Florida","M","26","91698","122213"
"Florida","M","27","95710","124393"
"Florida","M","28","102051","123591"
"Florida","M","29","108005","115059"
"Florida","M","30","112357","113122"
"Florida","M","31","104673","110591"
"Florida","M","32","104384","107816"
"Florida","M","33","106612","110485"
"Florida","M","34","112132","109574"
"Florida","M","35","122356","112328"
"Florida","M","36","124018","118251"
"Florida","M","37","123763","124092"
"Florida","M","38","124249","127268"
"Florida","M","39","125258","120058"
"Florida","M","40","128828","118783"
"Florida","M","41","121569","120354"
"Florida","M","42","121360","125046"
"Florida","M","43","119076","134622"
"Florida","M","44","113743","135429"
"Florida","M","45","115824","134862"
"Florida","M","46","109190","133928"
"Florida","M","47","105743","134217"
"Florida","M","48","101985","136098"
"Florida","M","49","100030","128070"
"Florida","M","50","101104","127322"
"Florida","M","51","97524","124907"
"Florida","M","52","98104","119249"
"Florida","M","53","103654","120391"
"Florida","M","54","80299","114310"
"Florida","M","55","81463","110304"
"Florida","M","56","80100","107370"
"Florida","M","57","84227","105637"
"Florida","M","58","74283","107162"
"Florida","M","59","71420","104161"
"Florida","M","60","71779","106569"
"Florida","M","61","69239","108575"
"Florida","M","62","69912","86517"
"Florida","M","63","68303","88225"
"Florida","M","64","67654","87519"
"Florida","M","65","69396","90923"
"Florida","M","66","65285","80373"
"Florida","M","67","67224","76475"
"Florida","M","68","68008","75087"
"Florida","M","69","68744","70421"
"Florida","M","70","69890","68682"
"Florida","M","71","67055","65238"
"Florida","M","72","66345","62768"
"Florida","M","73","64748","62531"
"Florida","M","74","61089","57165"
"Florida","M","75","60053","57284"
"Florida","M","76","56904","56721"
"Florida","M","77","53383","56186"
"Florida","M","78","51014","55313"
"Florida","M","79","47526","51480"
"Florida","M","80","42814","49612"
"Florida","M","81","36996","46701"
"Florida","M","82","34263","42593"
"Florida","M","83","29757","40759"
"Florida","M","84","25681","36309"
"Florida","M","85","113951","199180"
"Florida","F","0","92803","113205"
"Florida","F","1","90743","113133"
"Florida","F","2","91961","112272"
"Florida","F","3","92395","109917"
"Florida","F","4","94072","107962"
"Florida","F","5","96113","106341"
"Florida","F","6","98135","107067"
"Florida","F","7","99759","109771"
"Florida","F","8","101879","103109"
"Florida","F","9","105664","101034"
"Florida","F","10","108858","102544"
"Florida","F","11","104588","103409"
"Florida","F","12","102981","105172"
"Florida","F","13","101314","107018"
"Florida","F","14","100981","109340"
"Florida","F","15","101253","111069"
"Florida","F","16","98627","113005"
"Florida","F","17","97885","117383"
"Florida","F","18","97981","113733"
"Florida","F","19","97213","106850"
"Florida","F","20","96827","108456"
"Florida","F","21","90585","105653"
"Florida","F","22","89417","109238"
"Florida","F","23","89858","113527"
"Florida","F","24","87412","114759"
"Florida","F","25","91740","113190"
"Florida","F","26","90374","116802"
"Florida","F","27","95229","121723"
"Florida","F","28","102176","113799"
"Florida","F","29","108211","111734"
"Florida","F","30","110640","107973"
"Florida","F","31","104048","106631"
"Florida","F","32","104856","103243"
"Florida","F","33","107537","107256"
"Florida","F","34","112617","106743"
"Florida","F","35","122702","110527"
"Florida","F","36","126477","118067"
"Florida","F","37","125632","123676"
"Florida","F","38","125797","126120"
"Florida","F","39","127771","118436"
"Florida","F","40","129871","118364"
"Florida","F","41","124022","120533"
"Florida","F","42","124375","125231"
"Florida","F","43","123613","135509"
"Florida","F","44","118578","138328"
"Florida","F","45","119679","136657"
"Florida","F","46","114659","136722"
"Florida","F","47","111078","138381"
"Florida","F","48","107713","139760"
"Florida","F","49","106500","133818"
"Florida","F","50","107077","133607"
"Florida","F","51","104708","132320"
"Florida","F","52","105209","127850"
"Florida","F","53","111282","129149"
"Florida","F","54","87062","124079"
"Florida","F","55","88525","120377"
"Florida","F","56","88897","117778"
"Florida","F","57","94181","117201"
"Florida","F","58","84424","118163"
"Florida","F","59","80948","116460"
"Florida","F","60","81804","118791"
"Florida","F","61","78651","120818"
"Florida","F","62","79473","97150"
"Florida","F","63","77436","99112"
"Florida","F","64","77929","99557"
"Florida","F","65","79455","103739"
"Florida","F","66","74290","92972"
"Florida","F","67","77147","88221"
"Florida","F","68","77115","86622"
"Florida","F","69","78932","81565"
"Florida","F","70","80857","80187"
"Florida","F","71","79541","75722"
"Florida","F","72","79608","74602"
"Florida","F","73","78667","74443"
"Florida","F","74","76018","68411"
"Florida","F","75","76193","69805"
"Florida","F","76","73371","68461"
"Florida","F","77","69115","68956"
"Florida","F","78","66656","68699"
"Florida","F","79","63795","66050"
"Florida","F","80","58715","64696"
"Florida","F","81","51299","62457"
"Florida","F","82","48680","58314"
"Florida","F","83","43118","57062"
"Florida","F","84","39522","52826"
"Florida","F","85","221202","322186"
"Maryland","M","0","35923","38474"
"Maryland","M","1","35456","38494"
"Maryland","M","2","35575","38042"
"Maryland","M","3","36124","37396"
"Maryland","M","4","37130","37767"
"Maryland","M","5","38179","37230"
"Maryland","M","6","38365","37345"
"Maryland","M","7","39879","37546"
"Maryland","M","8","41023","36258"
"Maryland","M","9","41744","35861"
"Maryland","M","10","43013","35837"
"Maryland","M","11","41074","36416"
"Maryland","M","12","39958","37451"
"Maryland","M","13","39172","38609"
"Maryland","M","14","38446","38676"
"Maryland","M","15","38417","40011"
"Maryland","M","16","37373","41047"
"Maryland","M","17","36980","41657"
"Maryland","M","18","35004","45175"
"Maryland","M","19","33029","38869"
"Maryland","M","20","32505","37411"
"Maryland","M","21","30244","36602"
"Maryland","M","22","29463","36399"
"Maryland","M","23","29156","37326"
"Maryland","M","24","28962","36809"
"Maryland","M","25","29936","39310"
"Maryland","M","26","28873","35190"
"Maryland","M","27","31191","37003"
"Maryland","M","28","33560","37557"
"Maryland","M","29","36745","35750"
"Maryland","M","30","38834","34753"
"Maryland","M","31","37038","33509"
"Maryland","M","32","37652","33731"
"Maryland","M","33","38209","34332"
"Maryland","M","34","39891","32184"
"Maryland","M","35","43531","34396"
