Date,AAPL,IBM,CSCO,MSFT
2000-04-12,109.249997,113.75,65.0,79.375
2000-04-13,113.812498,110.625,61.125,79.25
2000-04-14,111.874997,105.0,57.0,74.125
2000-04-17,123.874998,111.875,66.5,75.875
2000-04-18,126.875,111.5,69.25,80.5625
2000-04-19,121.125002,105.0,66.125,78.6875
2000-04-20,118.875004,104.0,65.125,78.9375
2000-04-24,120.499994,106.5,63.4375,66.625
2000-04-25,128.312496,112.5,66.0,69.375
2000-04-26,121.312496,110.5,66.75,68.0
2000-04-27,126.750004,110.625,69.0,69.8125
2000-04-28,124.062506,111.5,69.328117,69.75
2000-05-01,124.312498,112.0,71.4375,73.4375
2000-05-02,117.874994,111.375,68.0,69.875
2000-05-03,115.0625,108.125,66.0625,70.5625
2000-05-04,110.6875,107.625,63.625,70.4375
2000-05-05,113.125006,107.875,67.75,71.125
2000-05-08,110.124997,109.75,62.75,69.8125
2000-05-09,105.4375,109.0,62.75,67.8125
2000-05-10,99.3125,103.0,58.5,66.1875
2000-05-11,102.8125,104.4375,60.25,67.875
2000-05-12,107.625,104.4375,59.9375,68.8125
2000-05-15,101.000002,104.1875,60.0,69.375
2000-05-16,105.687499,109.0,60.5625,69.5
2000-05-17,101.374997,107.875,58.0,67.6875
2000-05-18,100.750003,106.0625,55.375,66.1875
2000-05-19,94.000002,106.4375,53.4375,65.0625
2000-05-22,89.937499,109.25,55.25,64.1875
2000-05-23,85.812498,107.375,50.546879,63.1875
2000-05-24,87.687501,109.625,55.125,65.5625
2000-05-25,87.265602,106.5,54.5,61.5
2000-05-26,86.375001,106.9375,54.9375,61.4375
2000-05-30,87.562498,110.9375,59.875,63.375
2000-05-31,84.0,107.3125,56.9375,62.5625
2000-06-01,89.124997,106.0,60.9375,64.5625
2000-06-02,92.562499,108.8125,64.375,66.3125
2000-06-05,91.312497,112.8125,63.25,66.875
2000-06-06,92.875003,112.375,61.3125,69.625
2000-06-07,96.562497,121.0,62.875,70.5
2000-06-08,94.812497,119.75,63.6875,68.8125
2000-06-09,95.750002,119.6875,64.375,68.8125
2000-06-12,91.187501,118.84375,62.125,66.875
2000-06-13,94.5,119.3125,65.0,67.875
2000-06-14,90.437497,116.0,65.1875,70.5
2000-06-15,92.374998,116.8125,66.5,72.375
2000-06-16,91.187501,113.25,67.8125,72.5625
2000-06-19,96.625002,120.375,68.9375,73.6875
2000-06-20,101.250001,116.375,67.125,74.9375
2000-06-21,55.625001,114.5,67.4375,80.6875
2000-06-22,53.749999,111.8125,64.5625,79.875
2000-06-23,51.687501,111.875,62.625,77.6875
2000-06-26,54.125,114.40625,62.8125,79.5
2000-06-27,51.75,109.75,62.25,78.8125
2000-06-28,54.437501,113.78125,63.5625,78.9375
2000-06-29,51.250001,114.0,61.1875,77.1875
2000-06-30,52.375,109.5625,63.5625,80.0
2000-07-03,53.312499,109.5,64.625,80.0
2000-07-05,51.625,105.0,61.875,78.5
2000-07-06,51.812501,101.25,64.75,80.9375
2000-07-07,54.437501,105.0625,65.375,82.0
2000-07-10,57.124999,103.3125,63.125,79.4375
2000-07-11,56.937498,102.0,62.125,79.125
2000-07-12,58.874999,104.625,63.875,80.3125
2000-07-13,56.499998,104.0,65.25,79.9375
2000-07-14,57.687502,103.9375,68.25,78.9375
2000-07-17,58.312503,105.5,69.625,78.1875
2000-07-18,57.250002,103.3125,67.25,78.5
2000-07-19,52.687501,108.75,66.8125,73.125
2000-07-20,55.125,117.25,69.5,74.8125
2000-07-21,53.562501,114.75,68.125,72.3125
2000-07-24,48.6875,112.5,66.0625,70.5625
2000-07-25,50.062501,112.0,68.125,69.0
2000-07-26,50.062501,109.875,68.5625,67.8125
2000-07-27,51.999999,110.3125,68.0,69.375
2000-07-28,48.312501,111.8125,62.8125,69.6875
2000-07-31,50.812501,112.25,65.4375,69.8125
2000-08-01,49.3125,110.5,63.1875,68.6875
2000-08-02,47.25,114.25,60.9375,69.375
2000-08-03,48.0,116.0,64.375,70.25
2000-08-04,47.375,115.875,65.5625,69.125
2000-08-07,47.937499,116.3125,66.25,70.0
2000-08-08,46.749999,118.875,65.5,74.125
2000-08-09,47.499999,118.75,67.8125,74.25
2000-08-10,47.5625,119.75,63.375,72.625
2000-08-11,47.6875,120.625,64.3125,72.4375
2000-08-14,47.062499,123.25,64.5,72.1875
2000-08-15,46.6875,122.0,63.1875,71.625
2000-08-16,48.499999,122.375,63.0625,71.0
2000-08-17,51.437499,122.5,63.4375,71.5625
2000-08-18,50.0,120.4375,63.5,71.0
2000-08-21,50.500001,121.4375,65.5,70.625
2000-08-22,51.687501,121.375,64.8125,71.25
2000-08-23,54.312501,123.25,67.1875,70.75
2000-08-24,56.109302,124.8125,66.5,71.125
2000-08-25,56.812502,129.0,65.5,70.625
2000-08-28,58.062497,131.5,66.0625,71.3125
2000-08-29,59.187503,132.875,66.5625,70.9375
2000-08-30,59.5,130.3125,66.5625,70.0
2000-08-31,60.937503,132.015625,68.625,69.8125
2000-09-01,63.4375,133.625,68.5625,70.1875
2000-09-05,62.437497,131.1875,66.0,70.125
2000-09-06,58.437499,131.4375,64.25,69.4375
2000-09-07,61.999997,133.375,66.25,70.0625
2000-09-08,58.874999,129.5,63.875,69.3125
2000-09-11,58.437499,124.5,61.1875,68.8125
2000-09-12,57.75,125.0,58.875,68.125
2000-09-13,57.999999,127.6875,61.3125,68.25
2000-09-14,56.859299,126.875,61.25,65.8125
2000-09-15,55.234302,125.0,62.75,64.1875
2000-09-18,60.656201,123.25,60.0625,63.0
2000-09-19,59.9375,124.9375,62.0,65.0
2000-09-20,61.046797999999995,124.75,63.125,64.25
2000-09-21,56.687499,121.5,61.125,64.1875
2000-09-22,52.1875,123.875,60.3125,63.25
2000-09-25,53.5,123.0,57.1875,61.25
2000-09-26,51.437499,119.125,55.1875,62.6875
2000-09-27,48.937499,118.0,57.3125,60.625
2000-09-28,53.5,115.25,59.4375,61.3125
2000-09-29,25.75,112.625,55.25,60.3125
2000-10-02,24.249999,117.8125,55.5,59.125
2000-10-03,22.3125,110.5625,56.25,56.5625
2000-10-04,23.625,114.375,58.5625,55.4375
2000-10-05,22.062499,113.1875,57.5625,55.375
2000-10-06,22.1875,116.0,56.1875,55.5625
2000-10-09,21.75,117.9375,53.6875,54.1875
2000-10-10,20.875,114.875,51.125,54.5625
2000-10-11,19.625,112.0,51.1875,55.75
2000-10-12,20.0,103.125,49.8125,54.375
2000-10-13,22.062499,109.0625,56.0625,53.75
2000-10-16,21.5,111.125,54.5,50.375
2000-10-17,20.125,113.0,54.5625,50.4375
2000-10-18,20.125,95.4375,52.25,51.75
2000-10-19,18.9375,96.4375,58.25,61.875
2000-10-20,19.500001,94.75,57.3125,65.1875
2000-10-23,20.375001,92.875,55.875,62.125
2000-10-24,18.875,91.4375,54.875,61.5
2000-10-25,18.5,87.5625,50.625,61.25
2000-10-26,18.5,92.75,53.5625,64.4375
2000-10-27,18.562499,93.6875,50.6875,67.6875
2000-10-30,19.3125,93.3125,48.0625,69.0625
2000-10-31,19.5625,98.5,53.875,68.875
2000-11-01,20.5,98.5625,52.125,69.625
2000-11-02,22.3125,101.9375,55.75,70.3125
2000-11-03,22.25,100.125,56.75,68.25
2000-11-06,21.4375,100.3125,55.125,69.5
2000-11-07,21.3125,102.3125,56.75,70.5
2000-11-08,20.0625,100.0,52.125,69.4375
2000-11-09,20.1875,99.4375,53.25,70.875
2000-11-10,19.062501,93.0,50.0625,67.375
2000-11-13,19.375,97.4375,50.375,66.4375
2000-11-14,20.25,99.5,53.125,68.8125
2000-11-15,19.874999,99.375,53.5625,70.0625
2000-11-16,18.999999,98.25,51.0625,68.9375
2000-11-17,18.5,101.9375,52.75,69.0625
2000-11-20,18.9375,103.25,51.25,67.1875
2000-11-21,18.8125,98.5,53.6875,67.75
2000-11-22,18.5,98.5,50.5625,68.25
2000-11-24,19.3125,99.9375,52.6875,69.9375
2000-11-27,18.6875,98.4375,51.25,70.6875
2000-11-28,18.0312,97.875,51.0,67.0
2000-11-29,17.5625,99.8125,51.6875,65.0625
2000-11-30,16.5,93.5,47.875,57.375
2000-12-01,17.0625,95.625,48.5,56.625
2000-12-04,16.6875,98.375,45.8125,56.4375
2000-12-05,17.0,103.375,52.125,59.875
2000-12-06,14.3125,96.75,51.4375,56.6875
2000-12-07,14.3125,93.125,49.9375,53.125
2000-12-08,15.062498999999999,97.0,52.375,54.4375
2000-12-11,15.1875,95.0,54.8125,58.0625
2000-12-12,15.375,93.875,54.375,58.375
2000-12-13,15.0,91.25,51.125,57.25
2000-12-14,14.4375,92.4375,50.9375,55.5
2000-12-15,14.0625,87.8125,48.171879,49.1875
2000-12-18,14.250001000000001,90.5,42.9375,47.8125
2000-12-19,14.0,90.125,41.75,44.8125
2000-12-20,14.375,86.0,36.5,41.5
2000-12-21,14.0625,81.5625,38.875,43.4375
2000-12-22,15.0,89.0,41.5,46.4375
2000-12-26,14.687501000000001,84.8125,40.75,46.875
2000-12-27,14.8125,84.6875,40.75,46.4375
2000-12-28,14.8125,85.25,39.5625,44.5625
2000-12-29,14.875,85.0,38.25,43.375
2001-01-02,14.875,84.8125,33.3125,43.375
2001-01-03,16.374999,94.625,41.3125,47.9375
2001-01-04,17.0625,93.1875,41.875,48.4375
2001-01-05,16.374999,94.0,36.625,49.125
2001-01-08,16.5625,93.5625,36.546879,48.9375
2001-01-09,17.1875,92.5625,37.125,51.8125
2001-01-10,16.5625,93.4375,36.25,52.875
2001-01-11,18.0,93.6875,39.125,55.0
2001-01-12,17.1875,93.8125,38.0625,53.5
2001-01-16,17.125,92.75,38.5,52.5625
2001-01-17,16.812499,96.6875,39.0,52.9375
2001-01-18,18.6875,108.3125,41.875,55.5
2001-01-19,19.500001,111.25,40.375,61.0
2001-01-22,19.25,108.5625,41.4375,60.125
2001-01-23,20.5,109.0625,42.625,60.5625
2001-01-24,20.5,110.4375,42.5625,62.9375
2001-01-25,19.937501,110.75,39.3125,61.8125
2001-01-26,19.5625,114.1875,38.375,64.0
2001-01-29,21.687501,114.980003,37.25,64.5
2001-01-30,21.75,116.610001,38.0,63.375
2001-01-31,21.624999,112.0,37.4375,61.0625
2001-02-01,21.125,114.050003,38.25,62.375
2001-02-02,20.625,110.269997,35.5,60.8125
2001-02-05,20.1875,112.220001,34.5625,61.9375
2001-02-06,21.125,114.190002,35.75,62.5625
2001-02-07,20.749999,116.910004,31.0625,64.6875
2001-02-08,20.749999,114.099998,30.0,62.25
2001-02-09,19.125,112.0,28.1875,59.125
2001-02-12,19.6875,114.900002,29.5625,58.75
2001-02-13,19.125,113.75,28.5,58.1875
2001-02-14,19.500001,115.099998,29.375,58.375
2001-02-15,20.0625,116.779999,30.8125,58.8125
2001-02-16,18.999999,115.0,28.25,57.3125
2001-02-20,18.3125,111.5,26.0625,55.875
2001-02-21,18.875,107.510002,25.125,56.25
2001-02-22,18.8125,108.900002,26.4375,55.1875
2001-02-23,18.8125,104.0,27.0,56.75
2001-02-26,19.500001,105.300003,26.0625,59.5625
2001-02-27,19.375,102.589996,24.0,59.375
2001-02-28,18.25,99.900002,23.6875,59.0
2001-03-01,18.75,106.050003,24.5,59.359379000000004
2001-03-02,19.25,102.300003,22.1875,56.6875
2001-03-05,20.375001,104.910004,23.078119,57.4375
2001-03-06,21.5,106.0,24.0,59.4375
2001-03-07,21.250001,107.550003,24.0,60.6875
2001-03-08,20.812501,106.470001,22.8125,59.25
2001-03-09,20.25,99.290001,20.625,56.6875
2001-03-12,18.625001,95.489998,18.8125,51.9375
2001-03-13,19.5625,98.389999,21.375,54.1875
2001-03-14,20.4375,94.959999,20.25,54.0
2001-03-15,19.6875,95.559998,20.3125,53.6875
2001-03-16,19.625,90.099998,19.9375,54.5625
2001-03-19,20.5625,92.599998,20.8125,54.3125
2001-03-20,19.6875,88.300003,19.0625,52.6875
2001-03-21,20.125,89.08000200000001,19.3125,50.0625
2001-03-22,21.624999,89.099998,19.75,54.0
2001-03-23,23.000001,93.510002,18.6875,56.5625
2001-03-26,21.779999,95.400002,17.875,56.0625
2001-03-27,22.869999,99.5,18.125,58.25
2001-03-28,22.17,94.410004,15.75,55.5625
2001-03-29,22.53,95.040001,15.25,55.375
2001-03-30,22.069999,96.18,15.8125,54.6875
2001-04-02,21.59,94.660004,15.0625,55.8125
2001-04-03,20.239998999999997,90.389999,13.75,53.375
2001-04-04,19.500001,92.0,13.6875,51.9375
2001-04-05,20.87,98.209999,14.9375,56.75
2001-04-06,20.590001,97.949997,13.625,56.1875
2001-04-09,20.539998999999998,96.0,14.49,57.150002
2001-04-10,22.04,99.050003,15.86,59.68
2001-04-11,21.8,97.43,17.4,60.040001000000004
2001-04-12,22.420001,96.199997,17.98,62.18
2001-04-16,21.44,96.75,17.200001,60.790001000000004
2001-04-17,20.4,99.699997,16.66,61.48
2001-04-18,22.789998999999998,106.5,17.93,65.43
2001-04-19,25.72,114.470001,18.91,68.040001
2001-04-20,25.040001,114.83000200000001,19.15,69.0
2001-04-23,24.249999,112.0,17.33,68.25
2001-04-24,24.029999,112.66999799999999,16.26,67.550003
2001-04-25,24.72,114.849998,15.73,69.690002
2001-04-26,24.689999,113.739998,15.21,69.129997
2001-04-27,26.200001,116.199997,15.6,67.120003
2001-04-30,25.489998999999997,115.139999,16.98,67.75
2001-05-01,25.929999,118.510002,17.799999,70.16999799999999
2001-05-02,26.589999,115.400002,20.0,69.760002
2001-05-03,24.960001000000002,113.699997,18.66,68.529999
2001-05-04,25.75,115.860001,19.639999,70.75
2001-05-07,24.960001000000002,115.900002,19.25,71.379997
2001-05-08,24.57,117.699997,20.379998999999998,72.059998
2001-05-09,23.98,116.980003,19.129998999999998,70.400002
2001-05-10,23.000001,115.199997,18.83,70.0
2001-05-11,22.850001000000002,111.809998,19.049999,69.400002
2001-05-14,23.290001,112.559998,18.57,68.720001
2001-05-15,23.18,113.58000200000001,18.74,68.269997
2001-05-16,24.099999,115.800003,20.0,69.160004
2001-05-17,23.55,115.07,19.860001,68.16999799999999
2001-05-18,23.529999,117.440002,20.200001,68.089996
2001-05-21,23.56,119.040001,22.870001000000002,68.790001
2001-05-22,23.5,118.010002,23.48,70.309998
2001-05-23,23.229999,117.400002,22.360001,69.699997
2001-05-24,23.2,119.599998,22.91,71.720001
2001-05-25,22.76,117.800003,22.049999,70.910004
2001-05-29,21.470001,115.269997,20.459999,70.339996
2001-05-30,19.78,112.650002,19.0,69.190002
2001-05-31,19.949999,111.800003,19.26,69.18
2001-06-01,20.890001,112.889999,18.85,70.339996
2001-06-04,20.660001,113.639999,19.73,70.779999
2001-06-05,20.94,116.970001,21.540001,72.599998
2001-06-06,20.73,117.5,20.76,72.360001
2001-06-07,21.66,117.25,21.82,73.68
2001-06-08,21.320001,116.099998,20.49,73.190002
2001-06-11,20.04,117.360001,20.379998999999998,72.120003
2001-06-12,20.309998999999998,117.25,20.370001000000002,72.08000200000001
2001-06-13,20.47,116.540001,19.02,70.690002
2001-06-14,19.879998999999998,115.75,17.74,68.900002
2001-06-15,20.440001000000002,113.599998,16.65,68.019997
2001-06-18,20.33,114.269997,16.5,66.879997
2001-06-19,20.19,114.839996,16.639999,67.32
2001-06-20,21.67,113.089996,16.4,69.410004
2001-06-21,22.490001,112.599998,17.68,69.839996
2001-06-22,22.26,112.870003,17.52,68.83000200000001
2001-06-25,23.99,112.650002,18.51,68.849998
2001-06-26,23.75,113.040001,18.02,70.139999
2001-06-27,23.34,113.519997,17.93,71.139999
2001-06-28,23.54,115.099998,18.58,72.739998
2001-06-29,23.25,113.5,18.200001,73.0
2001-07-02,23.9,114.349998,19.219998999999998,70.599998
2001-07-03,23.84,112.980003,19.190001000000002,70.470001
2001-07-05,23.19,112.099998,17.58,68.510002
2001-07-06,22.03,106.5,16.790001,66.059998
2001-07-09,22.700001,104.720001,17.25,65.690002
2001-07-10,21.14,101.959999,16.200001,64.480003
2001-07-11,22.54,103.849998,16.700001,66.5
2001-07-12,24.36,107.25,17.860001,71.599998
2001-07-13,24.85,108.529999,18.74,71.339996
2001-07-16,23.959999,107.82,17.709999,71.18
2001-07-17,25.1,108.529999,17.790001,71.82
2001-07-18,20.79,104.279999,17.15,70.57
2001-07-19,19.96,104.0,17.76,72.57
2001-07-20,19.98,105.699997,17.99,69.18
2001-07-23,19.54,105.849998,18.27,67.089996
2001-07-24,19.09,104.510002,18.379998999999998,66.32
2001-07-25,18.470001,104.889999,18.700001,67.480003
2001-07-26,18.59,106.0,19.379998999999998,66.589996
2001-07-27,18.96,104.699997,19.059998999999998,65.470001
2001-07-30,18.929999,105.849998,18.889999,65.800003
2001-07-31,18.789998999999998,105.209999,19.219998999999998,66.190002
2001-08-01,19.060001,107.059998,20.299999,66.470001
2001-08-02,19.82,108.800003,20.25,67.449997
2001-08-03,19.500001,108.18,20.049999,66.889999
2001-08-06,19.130001,106.510002,19.540001,66.129997
2001-08-07,19.25,106.25,19.26,66.349998
2001-08-08,18.9,104.190002,17.98,64.860001
2001-08-09,19.05,104.08000200000001,18.290001,65.010002
2001-08-10,19.02,104.949997,18.33,65.519997
2001-08-13,19.09,105.860001,18.209999,65.83000200000001
2001-08-14,18.73,106.199997,17.65,64.690002
2001-08-15,18.44,105.010002,17.0,63.200001
2001-08-16,18.65,105.75,17.48,64.620003
2001-08-17,18.07,104.589996,16.610001,61.880001
2001-08-20,18.119999,104.099998,16.9,62.700001
2001-08-21,17.92,101.889999,16.01,60.779999
2001-08-22,18.21,103.959999,16.48,60.66
2001-08-23,17.81,103.0,16.76,59.119999
2001-08-24,18.569999,106.989998,18.25,62.049999
2001-08-27,18.920001,106.860001,18.01,62.310001
2001-08-28,18.400001,104.949997,17.09,60.740002000000004
2001-08-29,17.829999,104.129997,17.08,60.25
2001-08-30,17.829999,100.360001,16.01,56.939999
2001-08-31,18.550001,99.949997,16.33,57.049999
2001-09-04,18.25,101.489998,15.77,56.099998
2001-09-05,18.550001,100.349998,14.88,57.740002000000004
2001-09-06,17.72,98.0,14.4,56.02
2001-09-07,17.28,96.589996,14.36,55.400002
2001-09-10,17.37,96.470001,14.47,57.580002
2001-09-17,16.99,93.339996,14.0,52.91
2001-09-18,16.28,96.400002,13.57,54.32
2001-09-19,17.020001,96.0,13.49,53.869999
2001-09-20,15.68,93.400002,12.88,50.759997999999996
2001-09-21,15.73,90.5,12.09,49.709998999999996
2001-09-24,16.449999,94.800003,12.56,52.009997999999996
2001-09-25,15.54,94.449997,12.6,51.299999
2001-09-26,15.15,91.300003,12.23,50.27
2001-09-27,15.51,90.0,11.24,49.959998999999996
2001-09-28,15.51,91.720001,12.18,51.169998
2001-10-01,15.54,92.709999,11.9,51.790001000000004
2001-10-02,15.050001000000002,93.769997,11.48,53.049999
2001-10-03,14.980001000000001,96.949997,13.95,56.23
2001-10-04,15.88,97.309998,14.42,56.439999
2001-10-05,16.140001,98.019997,14.94,57.720001
2001-10-08,16.2,98.5,15.05,58.040001000000004
2001-10-09,16.000001,97.139999,14.59,54.560001
2001-10-10,16.819999,97.25,15.15,55.509997999999996
2001-10-11,17.74,99.400002,16.459999,56.32
2001-10-12,18.01,100.839996,16.950001,56.380001
2001-10-15,17.99,102.0,16.209999,58.060001
2001-10-16,18.01,101.849998,16.969998999999998,58.450001
2001-10-17,16.99,102.900002,15.6,56.029999
2001-10-18,18.0,101.260002,16.719998999999998,56.75
2001-10-19,18.3,102.650002,16.719998999999998,57.900002
2001-10-22,19.02,105.25,16.83,60.16
2001-10-23,18.14,105.809998,16.41,60.43
2001-10-24,18.95,108.57,17.23,61.32
2001-10-25,19.19,110.660004,17.74,62.560001
2001-10-26,18.67,111.160004,17.290001,62.200001
2001-10-29,17.63,108.620003,16.42,59.639998999999996
2001-10-30,17.600001000000002,108.650002,16.57,58.880001
2001-10-31,17.56,108.07,16.92,58.150002
2001-11-01,18.59,109.889999,17.66,61.84
2001-11-02,18.569999,109.5,17.26,61.400002
2001-11-05,19.069999,109.970001,17.9,63.27
2001-11-06,19.570001,113.610001,18.469998999999998,64.779999
2001-11-07,19.589999,113.849998,18.93,64.25
2001-11-08,18.709999,113.809998,19.09,64.41999799999999
2001-11-09,18.709999,114.08000200000001,19.200001,65.209999
2001-11-12,18.75,114.860001,19.26,65.790001
2001-11-13,19.369999,116.699997,19.58,67.900002
2001-11-14,19.61,114.349998,19.889999,65.949997
2001-11-15,19.45,114.75,20.139999,66.120003
2001-11-16,18.97,114.5,20.02,65.75
2001-11-19,20.0,115.0,20.709999,66.540001
2001-11-20,19.53,115.440002,19.790001,65.400002
2001-11-21,19.68,114.339996,19.15,64.050003
2001-11-23,19.84,115.349998,19.59,64.709999
2001-11-26,21.37,116.33000200000001,19.93,65.139999
2001-11-27,21.0,114.199997,19.700001,63.740002000000004
2001-11-28,20.529999,112.150002,18.879998999999998,62.799999
2001-11-29,20.42,114.43,19.889999,64.839996
2001-11-30,21.3,115.589996,20.440001000000002,64.209999
2001-12-03,21.049999,114.129997,19.860001,64.769997
2001-12-04,22.4,116.639999,20.52,66.0
2001-12-05,23.76,121.400002,21.540001,68.099998
2001-12-06,22.780001000000002,120.139999,21.790001,68.650002
2001-12-07,22.54,120.400002,21.16,67.83000200000001
2001-12-10,22.54,119.660004,20.74,67.059998
2001-12-11,21.779999,121.5,20.780001000000002,67.32
2001-12-12,21.49,123.199997,20.5,67.949997
2001-12-13,21.0,120.25,19.01,66.269997
2001-12-14,20.389999,121.099998,19.389999,67.440002
2001-12-17,20.62,121.339996,19.26,68.980003
2001-12-18,21.01,122.199997,19.620001000000002,69.269997
2001-12-19,21.619999,123.889999,19.35,69.489998
2001-12-20,20.670001,122.699997,18.290001,66.760002
2001-12-21,21.0,122.0,18.190001000000002,67.540001
2001-12-24,21.36,121.449997,18.110001,67.269997
2001-12-26,21.49,122.400002,18.24,67.68
2001-12-27,22.069999,123.5,18.49,67.849998
2001-12-28,22.429999,122.900002,18.540001,67.870003
2001-12-31,21.900001,120.959999,18.110001,66.25
2002-01-02,23.299999,121.5,19.23,67.040001
2002-01-03,23.580001,123.660004,20.76,69.230003
2002-01-04,23.69,125.599998,20.83,68.900002
2002-01-07,22.9,124.050003,20.530001000000002,68.559998
2002-01-08,22.61,124.699997,20.950001,69.379997
2002-01-09,21.65,124.489998,20.85,68.709999
2002-01-10,21.23,122.139999,21.0,69.279999
2002-01-11,21.049999,120.309998,20.209999,68.610001
2002-01-14,21.15,118.050003,19.629998999999998,68.470001
2002-01-15,21.699999,118.849998,19.68,69.550003
2002-01-16,20.78,117.400002,18.940001000000002,67.870003
2002-01-17,22.48,119.900002,19.48,69.860001
2002-01-18,22.17,114.25,18.85,66.099998
2002-01-22,21.82,110.5,18.059998999999998,64.459999
2002-01-23,23.02,107.900002,18.93,63.740002000000004
2002-01-24,23.210001000000002,108.720001,19.049999,64.599998
2002-01-25,23.25,109.279999,19.129998999999998,63.799999
2002-01-28,23.27,108.150002,19.700001,63.82
2002-01-29,23.070001,103.0,19.01,62.32
2002-01-30,24.090001,105.550003,19.34,62.849998
2002-01-31,24.72,107.889999,19.799999,63.709998999999996
2002-02-01,24.41,108.0,19.209999,62.66
2002-02-04,25.349999,106.800003,18.309998999999998,61.119999
2002-02-05,25.45,106.300003,18.5,61.150002
2002-02-06,24.670001,106.629997,18.610001,60.400002
2002-02-07,24.3,103.910004,17.059998999999998,59.799999
2002-02-08,24.029999,104.989998,16.76,60.650002
2002-02-11,24.979999,107.379997,17.690001000000002,61.130001
2002-02-12,24.71,106.57,17.26,60.139998999999996
2002-02-13,25.01,108.07,17.52,61.82
2002-02-14,24.600001000000002,107.889999,17.459999,61.68
2002-02-15,23.9,102.889999,17.09,60.23
2002-02-19,22.62,101.300003,16.809998999999998,58.93
2002-02-20,23.13,99.309998,16.690001000000002,59.900002
2002-02-21,21.5,96.379997,15.11,58.049999
2002-02-22,22.74,98.449997,15.24,57.990002000000004
2002-02-25,23.809998999999998,98.300003,15.6,59.080002
2002-02-26,23.669999,97.150002,15.5,58.549999
2002-02-27,21.96,97.83000200000001,14.24,58.389998999999996
2002-02-28,21.699999,98.120003,14.27,58.34
2002-03-01,23.449999,103.019997,15.0,61.369999
2002-03-04,24.29,105.900002,16.48,63.299999
2002-03-05,23.529999,105.66999799999999,16.51,63.080002
